Date,Avg_Temperature,Max_Temperature,Min_Temperature,Humidity,Rainfall_Snowmelt,Visibility,Wind_Speed,Max_Sustained_Wind_Speed,City,Month,Year,Day,DayOfWeek,IsWeekend,Season,Daily_PM25
2015-01-04,,,,,,,,,Bangalore,1,2015,4,6,1,Winter,80.47826086956522
2015-01-05,,,,,,,,,Bangalore,1,2015,5,0,0,Winter,46.17391304347826
2015-01-06,,,,,,,,,Bangalore,1,2015,6,1,0,Winter,25.782608695652176
2015-01-07,21.9,28.6,17.4,60.0,0.0,6.9,0.4,3.5,Bangalore,1,2015,7,2,0,Winter,38.608695652173914
2015-01-08,22.1,28.6,17.6,71.0,0.0,6.3,0.6,3.5,Bangalore,1,2015,8,3,0,Winter,19.608695652173914
2015-01-09,21.6,27.6,18.5,72.0,0.0,6.3,1.9,3.5,Bangalore,1,2015,9,4,0,Winter,42.65217391304348
2015-01-10,,,,,,,,,Bangalore,1,2015,10,5,1,Winter,56.21739130434783
2015-01-11,,,,,,,,,Bangalore,1,2015,11,6,1,Winter,258.7826086956522
2015-01-12,,,,,,,,,Bangalore,1,2015,12,0,0,Winter,212.125
2015-02-01,21.9,30.2,16.2,53.0,0.0,6.3,3.7,7.6,Bangalore,2,2015,1,6,1,Winter,149.1304347826087
2015-02-02,21.2,29.3,16.4,63.0,0.0,6.3,5.2,9.4,Bangalore,2,2015,2,0,0,Winter,187.27272727272728
2015-02-03,21.4,28.6,15.0,58.0,0.0,6.3,3.9,9.4,Bangalore,2,2015,3,1,0,Winter,31.785714285714285
2015-02-04,,,,,,,,,Bangalore,2,2015,4,2,0,Winter,53.95652173913044
2015-02-05,,,,,,,,,Bangalore,2,2015,5,3,0,Winter,52.869565217391305
2015-02-06,,,,,,,,,Bangalore,2,2015,6,4,0,Winter,20.08695652173913
2015-02-07,22.3,30.2,16.3,48.0,0.0,6.3,4.1,5.4,Bangalore,2,2015,7,5,1,Winter,38.21739130434783
2015-02-08,22.7,30.6,15.7,50.0,0.0,6.3,3.7,9.4,Bangalore,2,2015,8,6,1,Winter,25.956521739130434
2015-02-09,22.2,30.6,15.5,54.0,0.0,6.3,3.3,5.4,Bangalore,2,2015,9,0,0,Winter,61.95652173913044
2015-02-10,,,,,,,,,Bangalore,2,2015,10,1,0,Winter,69.08695652173913
2015-02-11,,,,,,,,,Bangalore,2,2015,11,2,0,Winter,184.65217391304347
2015-02-12,,,,,,,,,Bangalore,2,2015,12,3,0,Winter,191.2173913043478
2015-03-01,25.2,32.6,20.8,62.0,0.0,6.9,3.7,7.6,Bangalore,3,2015,1,6,1,Summer,110.04347826086956
2015-03-02,25.8,32.6,21.4,62.0,0.0,6.9,2.2,3.5,Bangalore,3,2015,2,0,0,Summer,149.82608695652175
2015-03-03,23.4,32.4,19.9,77.0,22.1,6.3,1.9,3.5,Bangalore,3,2015,3,1,0,Summer,60.47826086956522
2015-03-04,,,,,,,,,Bangalore,3,2015,4,2,0,Summer,27.565217391304348
2015-03-05,,,,,,,,,Bangalore,3,2015,5,3,0,Summer,103.82608695652173
2015-03-06,,,,,,,,,Bangalore,3,2015,6,4,0,Summer,41.17391304347826
2015-03-07,25.8,31.4,21.3,63.0,0.0,6.6,2.6,5.4,Bangalore,3,2015,7,5,1,Summer,35.34782608695652
2015-03-08,25.3,31.5,20.1,59.0,0.0,6.9,3.3,5.4,Bangalore,3,2015,8,6,1,Summer,22.608695652173914
2015-03-09,24.5,31.5,19.6,65.0,0.0,6.9,2.2,3.5,Bangalore,3,2015,9,0,0,Summer,59.04347826086956
2015-03-10,,,,,,,,,Bangalore,3,2015,10,1,0,Summer,63.608695652173914
2015-03-11,,,,,,,,,Bangalore,3,2015,11,2,0,Summer,256.5
2015-03-12,,,,,,,,,Bangalore,3,2015,12,3,0,Summer,236.08695652173913
2015-04-01,26.9,33.4,21.6,56.0,1.27,6.9,2.2,3.5,Bangalore,4,2015,1,2,0,Summer,143.47826086956522
2015-04-02,27.9,35.1,22.4,53.0,0.0,6.9,2.4,5.4,Bangalore,4,2015,2,3,0,Summer,114.52173913043478
2015-04-03,28.0,35.1,22.8,54.0,0.0,6.9,2.8,3.5,Bangalore,4,2015,3,4,0,Summer,85.3913043478261
2015-04-04,,,,,,,,,Bangalore,4,2015,4,5,1,Summer,23.08695652173913
2015-04-05,,,,,,,,,Bangalore,4,2015,5,6,1,Summer,74.26086956521739
2015-04-06,,,,,,,,,Bangalore,4,2015,6,0,0,Summer,69.1304347826087
2015-04-07,28.9,35.5,22.7,52.0,0.0,6.9,1.5,7.6,Bangalore,4,2015,7,1,0,Summer,71.3913043478261
2015-04-08,28.2,35.5,24.1,55.0,0.0,6.9,3.1,3.5,Bangalore,4,2015,8,2,0,Summer,27.681818181818183
2015-04-09,28.1,35.0,23.0,54.0,0.0,6.9,4.1,9.4,Bangalore,4,2015,9,3,0,Summer,54.21739130434783
2015-04-10,,,,,,,,,Bangalore,4,2015,10,4,0,Summer,74.8695652173913
2015-04-11,,,,,,,,,Bangalore,4,2015,11,5,1,Summer,271.69565217391306
2015-04-12,,,,,,,,,Bangalore,4,2015,12,6,1,Summer,183.91304347826087
2015-05-01,26.8,33.8,20.1,61.0,9.65,6.9,1.9,3.5,Bangalore,5,2015,1,4,0,Summer,118.0
2015-05-02,24.5,33.8,20.4,73.0,0.0,6.9,2.2,7.6,Bangalore,5,2015,2,5,1,Summer,94.30434782608695
2015-05-03,25.7,33.3,20.0,65.0,12.19,6.9,1.9,7.6,Bangalore,5,2015,3,6,1,Summer,96.36363636363636
2015-05-04,,,,,,,,,Bangalore,5,2015,4,0,0,Summer,65.34782608695652
2015-05-05,,,,,,,,,Bangalore,5,2015,5,1,0,Summer,132.95652173913044
2015-05-06,,,,,,,,,Bangalore,5,2015,6,2,0,Summer,110.30434782608695
2015-05-07,26.6,30.8,22.2,68.0,0.0,6.9,1.3,3.5,Bangalore,5,2015,7,3,0,Summer,112.43478260869566
2015-05-08,27.7,33.4,22.2,61.0,0.0,6.9,2.0,5.4,Bangalore,5,2015,8,4,0,Summer,41.91304347826087
2015-05-09,25.9,33.4,23.3,62.0,0.0,6.0,3.1,7.6,Bangalore,5,2015,9,5,1,Summer,42.869565217391305
2015-05-10,,,,,,,,,Bangalore,5,2015,10,6,1,Summer,87.95652173913044
2015-05-11,,,,,,,,,Bangalore,5,2015,11,0,0,Summer,138.52173913043478
2015-05-12,,,,,,,,,Bangalore,5,2015,12,1,0,Summer,250.95652173913044
2015-06-01,24.3,31.0,19.9,77.0,0.0,6.6,3.7,7.6,Bangalore,6,2015,1,0,0,Monsoon,169.30434782608697
2015-06-02,24.5,31.0,20.7,78.0,0.0,6.9,4.8,7.6,Bangalore,6,2015,2,1,0,Monsoon,159.8695652173913
2015-06-03,24.6,30.5,21.2,81.0,0.25,6.9,2.4,5.4,Bangalore,6,2015,3,2,0,Monsoon,83.47826086956522
2015-06-04,,,,,,,,,Bangalore,6,2015,4,3,0,Monsoon,91.34782608695652
2015-06-05,,,,,,,,,Bangalore,6,2015,5,4,0,Monsoon,123.27272727272727
2015-06-06,,,,,,,,,Bangalore,6,2015,6,5,1,Monsoon,76.69565217391305
2015-06-07,26.2,32.0,21.6,65.0,0.0,6.9,7.4,14.8,Bangalore,6,2015,7,6,1,Monsoon,32.52173913043478
2015-06-08,25.4,31.2,21.3,72.0,0.51,6.9,7.8,14.8,Bangalore,6,2015,8,0,0,Monsoon,35.91304347826087
2015-06-09,24.7,31.2,21.2,76.0,3.05,6.9,6.3,9.4,Bangalore,6,2015,9,1,0,Monsoon,37.26086956521739
2015-06-10,,,,,,,,,Bangalore,6,2015,10,2,0,Monsoon,91.34782608695652
2015-06-11,,,,,,,,,Bangalore,6,2015,11,3,0,Monsoon,157.7826086956522
2015-06-12,,,,,,,,,Bangalore,6,2015,12,4,0,Monsoon,311.4782608695652
2015-07-01,24.6,30.7,20.6,71.0,0.0,6.9,5.2,7.6,Bangalore,7,2015,1,2,0,Monsoon,226.08695652173913
2015-07-02,24.2,30.3,20.4,75.0,0.0,6.3,8.1,14.8,Bangalore,7,2015,2,3,0,Monsoon,159.56521739130434
2015-07-03,24.6,30.2,20.4,76.0,0.0,6.3,5.7,7.6,Bangalore,7,2015,3,4,0,Monsoon,49.869565217391305
2015-07-04,,,,,,,,,Bangalore,7,2015,4,5,1,Monsoon,48.17391304347826
2015-07-05,,,,,,,,,Bangalore,7,2015,5,6,1,Monsoon,77.0
2015-07-06,,,,,,,,,Bangalore,7,2015,6,0,0,Monsoon,63.82608695652174
2015-07-07,23.7,30.7,19.3,74.0,3.05,6.9,6.9,11.1,Bangalore,7,2015,7,1,0,Monsoon,41.52173913043478
2015-07-08,23.8,30.6,20.2,76.0,0.0,6.9,6.7,14.8,Bangalore,7,2015,8,2,0,Monsoon,31.82608695652174
2015-07-09,24.0,29.2,20.8,78.0,7.11,6.3,6.9,11.1,Bangalore,7,2015,9,3,0,Monsoon,34.26086956521739
2015-07-10,,,,,,,,,Bangalore,7,2015,10,4,0,Monsoon,112.17391304347827
2015-07-11,,,,,,,,,Bangalore,7,2015,11,5,1,Monsoon,369.3478260869565
2015-07-12,,,,,,,,,Bangalore,7,2015,12,6,1,Monsoon,283.17391304347825
2015-08-01,23.7,30.3,20.6,76.0,0.25,6.9,5.2,7.6,Bangalore,8,2015,1,5,1,Monsoon,230.91304347826087
2015-08-02,24.0,30.3,20.6,75.0,3.05,6.9,6.5,9.4,Bangalore,8,2015,2,6,1,Monsoon,134.1304347826087
2015-08-03,23.6,28.8,21.0,77.0,0.0,6.3,5.9,11.1,Bangalore,8,2015,3,0,0,Monsoon,35.0
2015-08-04,,,,,,,,,Bangalore,8,2015,4,1,0,Monsoon,76.34782608695652
2015-08-05,,,,,,,,,Bangalore,8,2015,5,2,0,Monsoon,84.43478260869566
2015-08-06,,,,,,,,,Bangalore,8,2015,6,3,0,Monsoon,60.34782608695652
2015-08-07,22.6,29.3,20.3,83.0,0.25,5.5,5.7,9.4,Bangalore,8,2015,7,4,0,Monsoon,45.43478260869565
2015-08-08,23.6,28.5,20.4,79.0,0.0,6.3,6.1,7.6,Bangalore,8,2015,8,5,1,Monsoon,47.47826086956522
2015-08-09,23.3,28.5,20.6,80.0,2.03,6.9,3.7,7.6,Bangalore,8,2015,9,6,1,Monsoon,39.56521739130435
2015-08-10,,,,,,,,,Bangalore,8,2015,10,0,0,Monsoon,98.04347826086956
2015-08-11,,,,,,,,,Bangalore,8,2015,11,1,0,Monsoon,243.56521739130434
2015-08-12,,,,,,,,,Bangalore,8,2015,12,2,0,Monsoon,283.60869565217394
2015-09-01,25.5,31.0,21.1,66.0,0.51,7.7,3.1,5.4,Bangalore,9,2015,1,1,0,Monsoon,274.9130434782609
2015-09-02,25.4,31.0,21.6,67.0,0.0,6.9,2.8,5.4,Bangalore,9,2015,2,2,0,Monsoon,74.93333333333334
2015-09-03,25.7,31.7,22.0,70.0,,6.6,2.0,3.5,Bangalore,9,2015,3,3,0,Monsoon,46.0
2015-09-04,,,,,,,,,Bangalore,9,2015,4,4,0,Monsoon,50.56521739130435
2015-09-05,,,,,,,,,Bangalore,9,2015,5,5,1,Monsoon,77.0
2015-09-06,,,,,,,,,Bangalore,9,2015,6,6,1,Monsoon,74.95652173913044
2015-09-07,22.4,30.8,20.0,87.0,37.08,6.0,3.0,5.4,Bangalore,9,2015,7,0,0,Monsoon,40.608695652173914
2015-09-08,23.0,28.5,19.8,82.0,36.58,6.9,5.9,7.6,Bangalore,9,2015,8,1,0,Monsoon,32.52173913043478
2015-09-09,22.9,27.6,20.5,82.0,0.0,6.9,5.6,9.4,Bangalore,9,2015,9,2,0,Monsoon,38.91304347826087
2015-09-10,,,,,,,,,Bangalore,9,2015,10,3,0,Monsoon,79.95652173913044
2015-09-11,,,,,,,,,Bangalore,9,2015,11,4,0,Monsoon,182.3181818181818
2015-09-12,,,,,,,,,Bangalore,9,2015,12,5,1,Monsoon,301.4347826086956
2015-10-01,24.5,30.0,21.0,77.0,0.51,6.9,2.0,5.4,Bangalore,10,2015,1,3,0,Post-Monsoon,199.56521739130434
2015-10-02,24.6,30.0,21.7,78.0,2.54,6.3,3.5,5.4,Bangalore,10,2015,2,4,0,Post-Monsoon,115.17391304347827
2015-10-03,24.7,29.8,21.3,77.0,0.25,6.9,3.9,9.4,Bangalore,10,2015,3,5,1,Post-Monsoon,78.6086956521739
2015-10-04,,,,,,,,,Bangalore,10,2015,4,6,1,Post-Monsoon,73.69565217391305
2015-10-05,,,,,,,,,Bangalore,10,2015,5,0,0,Post-Monsoon,71.91304347826087
2015-10-06,,,,,,,,,Bangalore,10,2015,6,1,0,Post-Monsoon,29.391304347826086
2015-10-07,24.2,30.2,20.3,79.0,6.6,6.9,3.9,9.4,Bangalore,10,2015,7,2,0,Post-Monsoon,28.391304347826086
2015-10-08,24.0,30.2,20.9,77.0,4.32,6.9,3.5,5.4,Bangalore,10,2015,8,3,0,Post-Monsoon,54.52173913043478
2015-10-09,24.3,29.4,20.6,75.0,0.0,6.9,7.2,11.1,Bangalore,10,2015,9,4,0,Post-Monsoon,37.65
2015-10-10,,,,,,,,,Bangalore,10,2015,10,5,1,Post-Monsoon,66.17391304347827
2015-10-11,,,,,,,,,Bangalore,10,2015,11,6,1,Post-Monsoon,258.94736842105266
2015-10-12,,,,,,,,,Bangalore,10,2015,12,0,0,Post-Monsoon,260.17391304347825
2015-11-01,23.4,29.5,21.7,83.0,1.02,6.3,0.0,,Bangalore,11,2015,1,6,1,Post-Monsoon,255.7391304347826
2015-11-02,23.1,30.9,20.0,83.0,51.05,5.5,1.1,5.4,Bangalore,11,2015,2,0,0,Post-Monsoon,145.34782608695653
2015-11-03,21.8,30.9,19.5,87.0,7.11,6.3,1.5,5.4,Bangalore,11,2015,3,1,0,Post-Monsoon,109.3913043478261
2015-11-04,,,,,,,,,Bangalore,11,2015,4,2,0,Post-Monsoon,71.1304347826087
2015-11-05,,,,,,,,,Bangalore,11,2015,5,3,0,Post-Monsoon,75.73913043478261
2015-11-06,,,,,,,,,Bangalore,11,2015,6,4,0,Post-Monsoon,57.608695652173914
2015-11-07,23.7,28.5,20.8,69.0,0.0,6.6,1.5,3.5,Bangalore,11,2015,7,5,1,Post-Monsoon,19.347826086956523
2015-11-08,23.0,28.5,19.3,76.0,0.0,6.3,0.9,3.5,Bangalore,11,2015,8,6,1,Post-Monsoon,53.45454545454545
2015-11-09,20.2,27.3,18.4,92.0,0.0,4.0,3.5,5.4,Bangalore,11,2015,9,0,0,Post-Monsoon,56.0
2015-11-10,,,,,,,,,Bangalore,11,2015,10,1,0,Post-Monsoon,54.0
2015-11-11,,,,,,,,,Bangalore,11,2015,11,2,0,Post-Monsoon,209.76923076923077
2015-11-12,,,,,,,,,Bangalore,11,2015,12,3,0,Post-Monsoon,267.8695652173913
2015-12-01,21.1,23.8,19.8,91.0,0.0,6.3,0.7,5.4,Bangalore,12,2015,1,1,0,Winter,274.5652173913044
2015-12-02,21.0,23.9,19.6,93.0,1.02,6.3,0.9,3.5,Bangalore,12,2015,2,2,0,Winter,166.95652173913044
2015-12-03,21.5,24.9,18.9,87.0,2.79,6.9,0.9,3.5,Bangalore,12,2015,3,3,0,Winter,133.6086956521739
2015-12-04,,,,,,,,,Bangalore,12,2015,4,4,0,Winter,40.26086956521739
2015-12-05,,,,,,,,,Bangalore,12,2015,5,5,1,Winter,74.17391304347827
2015-12-06,,,,,,,,,Bangalore,12,2015,6,6,1,Winter,28.608695652173914
2015-12-07,22.3,28.7,17.5,70.0,0.0,6.3,1.3,5.4,Bangalore,12,2015,7,0,0,Winter,18.52173913043478
2015-12-08,21.5,28.7,17.0,68.0,0.0,6.3,2.2,5.4,Bangalore,12,2015,8,1,0,Winter,35.40909090909091
2015-12-09,21.4,28.2,18.4,83.0,0.51,5.8,1.1,3.5,Bangalore,12,2015,9,2,0,Winter,66.26086956521739
2015-12-10,,,,,,,,,Bangalore,12,2015,10,3,0,Winter,62.0
2015-12-11,,,,,,,,,Bangalore,12,2015,11,4,0,Winter,289.1304347826087
2015-12-12,,,,,,,,,Bangalore,12,2015,12,5,1,Winter,249.47826086956522
